scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,launch_ok,dump_rc,restore_rc,img_kib,v_pong,v_stat,v_hub,v_tcp,v_live5,v_resume,rereg_ms,verdict,world,dump_err,restore_err
S038heavy.tcp___db_open,S,db_open,tcp_est,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___db_read,S,db_read,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___db_read_p25,S,db_read_p25,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___db_read_p50,S,db_read_p50,tcp_est,none,none,0,none,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___db_read_p75,S,db_read_p75,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___db_parse,S,db_parse,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___db_parse_p25,S,db_parse_p25,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___db_parse_p50,S,db_parse_p50,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___db_parse_p75,S,db_parse_p75,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___epg_index,S,epg_index,tcp_est,none,none,0,none,1,0,0,308560,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___epg_index_p25,S,epg_index_p25,tcp_est,none,none,0,none,1,0,0,78124,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___epg_index_p50,S,epg_index_p50,tcp_est,none,none,0,none,1,0,0,154932,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___epg_index_p75,S,epg_index_p75,tcp_est,none,none,0,none,1,0,0,231748,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___epg_text,S,epg_text,tcp_est,none,none,0,none,1,0,0,308560,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___epg_reserve,S,epg_reserve,tcp_est,none,none,0,none,1,0,0,308560,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S038heavy.tcp___ready,S,ready,tcp_est,none,none,0,none,1,0,0,308560,ok,ok,na,na,na,na,na,ok,"","",""
S038heavy.tcp___steady,S,steady,tcp_est,none,none,0,none,1,0,0,308560,ok,ok,na,na,na,na,na,ok,"","",""
S039heavy.file__init,S,init,filelocks,none,none,0,none,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__db_open,S,db_open,filelocks,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__db_read,S,db_read,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__db_read_p25,S,db_read_p25,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__db_read_p50,S,db_read_p50,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__db_read_p75,S,db_read_p75,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__db_parse,S,db_parse,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__db_parse_p25,S,db_parse_p25,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__db_parse_p50,S,db_parse_p50,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__db_parse_p75,S,db_parse_p75,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__epg_index,S,epg_index,filelocks,none,none,0,none,1,0,0,308560,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__epg_index_p25,S,epg_index_p25,filelocks,none,none,0,none,1,0,0,78124,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__epg_index_p50,S,epg_index_p50,filelocks,none,none,0,none,1,0,0,154936,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__epg_index_p75,S,epg_index_p75,filelocks,none,none,0,none,1,0,0,231748,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__epg_text,S,epg_text,filelocks,none,none,0,none,1,0,0,308560,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__epg_reserve,S,epg_reserve,filelocks,none,none,0,none,1,0,0,308560,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S039heavy.file__ready,S,ready,filelocks,none,none,0,none,1,0,0,308560,ok,ok,na,na,na,na,na,ok,"","",""
S039heavy.file__steady,S,steady,filelocks,none,none,0,none,1,0,0,308560,ok,ok,na,na,na,na,na,ok,"","",""
S040heavy.perm__init,S,init,permissive,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__db_open,S,db_open,permissive,none,none,0,none,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__db_read,S,db_read,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__db_read_p25,S,db_read_p25,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__db_read_p50,S,db_read_p50,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__db_read_p75,S,db_read_p75,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__db_parse,S,db_parse,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__db_parse_p25,S,db_parse_p25,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__db_parse_p50,S,db_parse_p50,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__db_parse_p75,S,db_parse_p75,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__epg_index,S,epg_index,permissive,none,none,0,none,1,0,0,308560,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__epg_index_p25,S,epg_index_p25,permissive,none,none,0,none,1,0,0,78124,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__epg_index_p50,S,epg_index_p50,permissive,none,none,0,none,1,0,0,154936,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__epg_index_p75,S,epg_index_p75,permissive,none,none,0,none,1,0,0,231748,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__epg_text,S,epg_text,permissive,none,none,0,none,1,0,0,308560,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__epg_reserve,S,epg_reserve,permissive,none,none,0,none,1,0,0,308556,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S040heavy.perm__ready,S,ready,permissive,none,none,0,none,1,0,0,308560,ok,ok,na,na,na,na,na,ok,"","",""
S040heavy.perm__steady,S,steady,permissive,none,none,0,none,1,0,0,308556,ok,ok,na,na,na,na,na,ok,"","",""
S041light.stri__init,S,init,strict,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__db_open,S,db_open,strict,none,none,0,none,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__db_read,S,db_read,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__db_read_p25,S,db_read_p25,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__db_read_p50,S,db_read_p50,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__db_read_p75,S,db_read_p75,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__db_parse,S,db_parse,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__db_parse_p25,S,db_parse_p25,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__db_parse_p50,S,db_parse_p50,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__db_parse_p75,S,db_parse_p75,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__epg_index,S,epg_index,strict,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__epg_index_p25,S,epg_index_p25,strict,none,none,0,none,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__epg_index_p50,S,epg_index_p50,strict,none,none,0,none,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__epg_index_p75,S,epg_index_p75,strict,none,none,0,none,1,0,0,19744,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__epg_text,S,epg_text,strict,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__epg_reserve,S,epg_reserve,strict,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S041light.stri__ready,S,ready,strict,none,none,0,none,1,0,0,25884,ok,ok,na,na,na,na,na,ok,"","",""
S041light.stri__steady,S,steady,strict,none,none,0,none,1,0,0,25884,ok,ok,na,na,na,na,na,ok,"","",""
S042light.ext___init,S,init,ext_unix,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___db_open,S,db_open,ext_unix,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___db_read,S,db_read,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___db_read_p25,S,db_read_p25,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___db_read_p50,S,db_read_p50,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___db_read_p75,S,db_read_p75,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___db_parse,S,db_parse,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___db_parse_p25,S,db_parse_p25,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___db_parse_p50,S,db_parse_p50,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___db_parse_p75,S,db_parse_p75,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___epg_index,S,epg_index,ext_unix,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___epg_index_p25,S,epg_index_p25,ext_unix,none,none,0,none,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___epg_index_p50,S,epg_index_p50,ext_unix,none,none,0,none,1,0,0,13600,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___epg_index_p75,S,epg_index_p75,ext_unix,none,none,0,none,1,0,0,19744,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___epg_text,S,epg_text,ext_unix,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___epg_reserve,S,epg_reserve,ext_unix,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S042light.ext___ready,S,ready,ext_unix,none,none,0,none,1,0,0,25884,ok,ok,na,na,na,na,na,ok,"","",""
S042light.ext___steady,S,steady,ext_unix,none,none,0,none,1,0,0,25884,ok,ok,na,na,na,na,na,ok,"","",""
S043light.tcp___init,S,init,tcp_est,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___db_open,S,db_open,tcp_est,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___db_read,S,db_read,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___db_read_p25,S,db_read_p25,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___db_read_p50,S,db_read_p50,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___db_read_p75,S,db_read_p75,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___db_parse,S,db_parse,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___db_parse_p25,S,db_parse_p25,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___db_parse_p50,S,db_parse_p50,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___db_parse_p75,S,db_parse_p75,tcp_est,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___epg_index,S,epg_index,tcp_est,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___epg_index_p25,S,epg_index_p25,tcp_est,none,none,0,none,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___epg_index_p50,S,epg_index_p50,tcp_est,none,none,0,none,1,0,0,13600,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___epg_index_p75,S,epg_index_p75,tcp_est,none,none,0,none,1,0,0,19744,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___epg_text,S,epg_text,tcp_est,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___epg_reserve,S,epg_reserve,tcp_est,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S043light.tcp___ready,S,ready,tcp_est,none,none,0,none,1,0,0,25880,ok,ok,na,na,na,na,na,ok,"","",""
S043light.tcp___steady,S,steady,tcp_est,none,none,0,none,1,0,0,25884,ok,ok,na,na,na,na,na,ok,"","",""
S044light.file__init,S,init,filelocks,none,none,0,none,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__db_open,S,db_open,filelocks,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__db_read,S,db_read,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__db_read_p25,S,db_read_p25,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__db_read_p50,S,db_read_p50,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__db_read_p75,S,db_read_p75,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__db_parse,S,db_parse,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__db_parse_p25,S,db_parse_p25,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__db_parse_p50,S,db_parse_p50,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__db_parse_p75,S,db_parse_p75,filelocks,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__epg_index,S,epg_index,filelocks,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__epg_index_p25,S,epg_index_p25,filelocks,none,none,0,none,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__epg_index_p50,S,epg_index_p50,filelocks,none,none,0,none,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__epg_index_p75,S,epg_index_p75,filelocks,none,none,0,none,1,0,0,19740,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__epg_text,S,epg_text,filelocks,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__epg_reserve,S,epg_reserve,filelocks,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S044light.file__ready,S,ready,filelocks,none,none,0,none,1,0,0,25884,ok,ok,na,na,na,na,na,ok,"","",""
S044light.file__steady,S,steady,filelocks,none,none,0,none,1,0,0,25884,ok,ok,na,na,na,na,na,ok,"","",""
S045light.perm__init,S,init,permissive,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__db_open,S,db_open,permissive,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__db_read,S,db_read,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__db_read_p25,S,db_read_p25,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__db_read_p50,S,db_read_p50,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__db_read_p75,S,db_read_p75,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__db_parse,S,db_parse,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__db_parse_p25,S,db_parse_p25,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__db_parse_p50,S,db_parse_p50,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__db_parse_p75,S,db_parse_p75,permissive,none,none,0,none,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__epg_index,S,epg_index,permissive,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__epg_index_p25,S,epg_index_p25,permissive,none,none,0,none,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__epg_index_p50,S,epg_index_p50,permissive,none,none,0,none,1,0,0,13600,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__epg_index_p75,S,epg_index_p75,permissive,none,none,0,none,1,0,0,19744,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__epg_text,S,epg_text,permissive,none,none,0,none,1,0,0,25880,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__epg_reserve,S,epg_reserve,permissive,none,none,0,none,1,0,0,25884,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S045light.perm__ready,S,ready,permissive,none,none,0,none,1,0,0,25880,ok,ok,na,na,na,na,na,ok,"","",""
S045light.perm__steady,S,steady,permissive,none,none,0,none,1,0,0,25884,ok,ok,na,na,na,na,na,ok,"","",""
S046all.stri__init,S,init,strict,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S046all.stri__sig_pending,S,sig_pending,strict,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S046all.stri__dev_urandom,S,dev_urandom,strict,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S046all.stri__log_open,S,log_open,strict,none,none,0,normal,1,1,na,276,na,na,na,na,na,na,na,dump_fail,"","(00.230581) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S046all.stri__db_open,S,db_open,strict,none,none,0,normal,1,1,na,276,na,na,na,na,na,na,na,dump_fail,"","(00.147984) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S046all.stri__db_lock,S,db_lock,strict,none,none,0,normal,1,1,na,268,na,na,na,na,na,na,na,dump_fail,"","(00.123112) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__db_read_p25,S,db_read_p25,strict,none,none,0,normal,1,1,na,1288,na,na,na,na,na,na,na,dump_fail,"","(00.120959) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__db_read_p50,S,db_read_p50,strict,none,none,0,normal,1,1,na,1288,na,na,na,na,na,na,na,dump_fail,"","(00.120104) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__db_read_p75,S,db_read_p75,strict,none,none,0,normal,1,1,na,1288,na,na,na,na,na,na,na,dump_fail,"","(00.126270) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__db_parse,S,db_parse,strict,none,none,0,normal,1,1,na,1288,na,na,na,na,na,na,na,dump_fail,"","(00.140122) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__db_parse_p25,S,db_parse_p25,strict,none,none,0,normal,1,1,na,1288,na,na,na,na,na,na,na,dump_fail,"","(00.112752) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__db_parse_p50,S,db_parse_p50,strict,none,none,0,normal,1,1,na,1288,na,na,na,na,na,na,na,dump_fail,"","(00.134650) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__db_parse_p75,S,db_parse_p75,strict,none,none,0,normal,1,1,na,1288,na,na,na,na,na,na,na,dump_fail,"","(00.119067) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__epg_index,S,epg_index,strict,none,none,0,normal,1,1,na,13580,na,na,na,na,na,na,na,dump_fail,"","(00.133243) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__epg_index_p25,S,epg_index_p25,strict,none,none,0,normal,1,1,na,4364,na,na,na,na,na,na,na,dump_fail,"","(00.083583) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__epg_index_p50,S,epg_index_p50,strict,none,none,0,normal,1,1,na,7436,na,na,na,na,na,na,na,dump_fail,"","(00.150014) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__epg_index_p75,S,epg_index_p75,strict,none,none,0,normal,1,1,na,10512,na,na,na,na,na,na,na,dump_fail,"","(00.175391) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__epg_text,S,epg_text,strict,none,none,0,normal,1,1,na,13580,na,na,na,na,na,na,na,dump_fail,"","(00.142409) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__epg_reserve,S,epg_reserve,strict,none,none,0,normal,1,1,na,13580,na,na,na,na,na,na,na,dump_fail,"","(00.141272) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__thread1,S,thread1,strict,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.106469) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__thread2,S,thread2,strict,none,none,0,normal,1,1,na,13608,na,na,na,na,na,na,na,dump_fail,"","(00.136598) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__thread3,S,thread3,strict,none,none,0,normal,1,1,na,13620,na,na,na,na,na,na,na,dump_fail,"","(00.124636) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__thread4,S,thread4,strict,none,none,0,normal,1,1,na,13640,na,na,na,na,na,na,na,dump_fail,"","(00.137434) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__helper_forked,S,helper_forked,strict,none,none,0,normal,1,1,na,27216,na,na,na,na,na,na,na,dump_fail,"","(00.172757) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__zombie_made,S,zombie_made,strict,none,none,0,normal,1,1,na,27220,na,na,na,na,na,na,na,dump_fail,"","(00.180649) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__selfpipe,S,selfpipe,strict,none,none,0,normal,1,1,na,27232,na,na,na,na,na,na,na,dump_fail,"","(00.174706) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__eventfd_open,S,eventfd_open,strict,none,none,0,normal,1,1,na,27232,na,na,na,na,na,na,na,dump_fail,"","(00.142518) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__shm_map,S,shm_map,strict,none,none,0,normal,1,1,na,27232,na,na,na,na,na,na,na,dump_fail,"","(00.166516) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__workdir,S,workdir,strict,none,none,0,normal,1,1,na,27224,na,na,na,na,na,na,na,dump_fail,"","(00.168689) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__tmp_journal,S,tmp_journal,strict,none,none,0,normal,1,1,na,27232,na,na,na,na,na,na,na,dump_fail,"","(00.167358) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__hub_conn1,S,hub_conn1,strict,none,none,0,normal,1,1,na,27236,na,na,na,na,na,na,na,dump_fail,"","(00.171983) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S046all.stri__hub_conn2,S,hub_conn2,strict,none,none,0,normal,1,1,na,27240,na,na,na,na,na,na,na,dump_fail,"","(00.150401) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
